provider_id,date,shift_type
P004,2024-03-10,off
P004,2024-03-11,night
P004,2024-03-12,night
P004,2024-03-13,night
P004,2024-03-14,night
P004,2024-03-15,off
P004,2024-03-16,off
P004,2024-03-17,off
P004,2024-03-18,night
P004,2024-03-19,night
P004,2024-03-20,night
P004,2024-03-21,night
P004,2024-03-22,off
P004,2024-03-23,off
P004,2024-03-24,off
P004,2024-03-25,night
P004,2024-03-26,night
P004,2024-03-27,night
P004,2024-03-28,night
P004,2024-03-29,off
P004,2024-03-30,off
P004,2024-03-31,off
P004,2024-04-01,night
P004,2024-04-02,night
P004,2024-04-03,night
P004,2024-04-04,night
P004,2024-04-05,off
P004,2024-04-06,off
P004,2024-04-07,off
P004,2024-04-08,night
P004,2024-04-09,night
P004,2024-04-10,night
P004,2024-04-11,night
P004,2024-04-12,off
P004,2024-04-13,off
P004,2024-04-14,off
P004,2024-04-15,night
P004,2024-04-16,night
P004,2024-04-17,night
P004,2024-04-18,night
P004,2024-04-19,off
P004,2024-04-20,off
P004,2024-04-21,off
P004,2024-04-22,night
P004,2024-04-23,night
P004,2024-04-24,night
P004,2024-04-25,night
P004,2024-04-26,off
P004,2024-04-27,off
P004,2024-04-28,off
P004,2024-04-29,night
P004,2024-04-30,night
P004,2024-05-01,night
P004,2024-05-02,night
P004,2024-05-03,off
P004,2024-05-04,off
P004,2024-05-05,off
P004,2024-05-06,night
P004,2024-05-07,night
P004,2024-05-08,night
P004,2024-05-09,night
P004,2024-05-10,off
P004,2024-05-11,off
P004,2024-05-12,off
P004,2024-05-13,night
P004,2024-05-14,night
P004,2024-05-15,night
P004,2024-05-16,night
P004,2024-05-17,off
P004,2024-05-18,off
P004,2024-05-19,off
P004,2024-05-20,night
P004,2024-05-21,night
P004,2024-05-22,night
P004,2024-05-23,night
P004,2024-05-24,off
P004,2024-05-25,off
P004,2024-05-26,off
P004,2024-05-27,night
P004,2024-05-28,night
P004,2024-05-29,night
P004,2024-05-30,night
P004,2024-05-31,off
P004,2024-06-01,off
P004,2024-06-02,off
P004,2024-06-03,night
P004,2024-06-04,night
P004,2024-06-05,night
P004,2024-06-06,night
P004,2024-06-07,off
P004,2024-06-08,off
P004,2024-06-09,off
P004,2024-06-10,night
P004,2024-06-11,night
P004,2024-06-12,night
P004,2024-06-13,night
P004,2024-06-14,off
P004,2024-06-15,off
P004,2024-06-16,off
P004,2024-06-17,night
P004,2024-06-18,night
P004,2024-06-19,night
P004,2024-06-20,night
P004,2024-06-21,off
P004,2024-06-22,off
P004,2024-06-23,off
P004,2024-06-24,night
P004,2024-06-25,night
P004,2024-06-26,night
P004,2024-06-27,night
P004,2024-06-28,off
P004,2024-06-29,off
P004,2024-06-30,off
P004,2024-07-01,night
P004,2024-07-02,night
P004,2024-07-03,night
P004,2024-07-04,night
P004,2024-07-05,off
P004,2024-07-06,off
P004,2024-07-07,off
P004,2024-07-08,night
P004,2024-07-09,night
P004,2024-07-10,night
P004,2024-07-11,night
P004,2024-07-12,off
P004,2024-07-13,off
P004,2024-07-14,off
P004,2024-07-15,night
P004,2024-07-16,night
P004,2024-07-17,night
P004,2024-07-18,night
P004,2024-07-19,off
P004,2024-07-20,off
P004,2024-07-21,off
P004,2024-07-22,night
P004,2024-07-23,night
P004,2024-07-24,night
P004,2024-07-25,night
P004,2024-07-26,off
P004,2024-07-27,off
P004,2024-07-28,off
P004,2024-07-29,night
P004,2024-07-30,night
P004,2024-07-31,night
P004,2024-08-01,night
P004,2024-08-02,off
P004,2024-08-03,off
P004,2024-08-04,off
P004,2024-08-05,night
P004,2024-08-06,night
P004,2024-08-07,night
P004,2024-08-08,night
P004,2024-08-09,off
P004,2024-08-10,off
P004,2024-08-11,off
P004,2024-08-12,night
P004,2024-08-13,night
P004,2024-08-14,night
P004,2024-08-15,night
P004,2024-08-16,off
P004,2024-08-17,off
P004,2024-08-18,off
P004,2024-08-19,night
P004,2024-08-20,night
P004,2024-08-21,night
P004,2024-08-22,night
P004,2024-08-23,off
P004,2024-08-24,off
P004,2024-08-25,off
P004,2024-08-26,night
P004,2024-08-27,night
P004,2024-08-28,night
P004,2024-08-29,night
P004,2024-08-30,off
P004,2024-08-31,off
P004,2024-09-01,off
P004,2024-09-02,night
P004,2024-09-03,night
P004,2024-09-04,night
P004,2024-09-05,night
P004,2024-09-06,off
P004,2024-09-07,off
P004,2024-09-08,off
P004,2024-09-09,night
P004,2024-09-10,night
P004,2024-09-11,night
P004,2024-09-12,night
P004,2024-09-13,off
P004,2024-09-14,off
P004,2024-09-15,off
P004,2024-09-16,night
P004,2024-09-17,night
P004,2024-09-18,night
P004,2024-09-19,night
P004,2024-09-20,off
P004,2024-09-21,off
P004,2024-09-22,off
P004,2024-09-23,night
P004,2024-09-24,night
P004,2024-09-25,night
P004,2024-09-26,night
P004,2024-09-27,off
P004,2024-09-28,off
P004,2024-09-29,off
P004,2024-09-30,night
P004,2024-10-01,night
P004,2024-10-02,night
P004,2024-10-03,night
P004,2024-10-04,off
P004,2024-10-05,off
P004,2024-10-06,off
P004,2024-10-07,night
P004,2024-10-08,night
P004,2024-10-09,night
P004,2024-10-10,night
P004,2024-10-11,off
P004,2024-10-12,off
P004,2024-10-13,off
P004,2024-10-14,night
P004,2024-10-15,night
P004,2024-10-16,night
P004,2024-10-17,night
P004,2024-10-18,off
P004,2024-10-19,off
P004,2024-10-20,off
P004,2024-10-21,night
P004,2024-10-22,night
P004,2024-10-23,night
P004,2024-10-24,night
P004,2024-10-25,off
P004,2024-10-26,off
P004,2024-10-27,off
P004,2024-10-28,night
P004,2024-10-29,night
P004,2024-10-30,night
P004,2024-10-31,night
P004,2024-11-01,off
P004,2024-11-02,off
P004,2024-11-03,off
P004,2024-11-04,night
P004,2024-11-05,night
P004,2024-11-06,night
P004,2024-11-07,night
P004,2024-11-08,off
P004,2024-11-09,off
P004,2024-11-10,off
P004,2024-11-11,night
P004,2024-11-12,night
P004,2024-11-13,night
P004,2024-11-14,night
P004,2024-11-15,off
P004,2024-11-16,off
P004,2024-11-17,off
P004,2024-11-18,night
P004,2024-11-19,night
P004,2024-11-20,night
P004,2024-11-21,night
P004,2024-11-22,off
P004,2024-11-23,off
P004,2024-11-24,off
P004,2024-11-25,night
P004,2024-11-26,night
P004,2024-11-27,night
P004,2024-11-28,night
P004,2024-11-29,off
P004,2024-11-30,off
P004,2024-12-01,off
P004,2024-12-02,night
P004,2024-12-03,night
P004,2024-12-04,night
P004,2024-12-05,night
P004,2024-12-06,off
P004,2024-12-07,off
P004,2024-12-08,off
P004,2024-12-09,night
P004,2024-12-10,night
P004,2024-12-11,night
P004,2024-12-12,night
P004,2024-12-13,off
P004,2024-12-14,off
P004,2024-12-15,off
P004,2024-12-16,night
P004,2024-12-17,night
P004,2024-12-18,night
P004,2024-12-19,night
P004,2024-12-20,off
P004,2024-12-21,off
P004,2024-12-22,off
P004,2024-12-23,night
P004,2024-12-24,night
P004,2024-12-25,night
P004,2024-12-26,night
P004,2024-12-27,off
P004,2024-12-28,off
P004,2024-12-29,off
P004,2024-12-30,night
P005,2024-01-01,day
P005,2024-01-02,day
P005,2024-01-03,day
P005,2024-01-04,off
P005,2024-01-05,night
P005,2024-01-06,night
P005,2024-01-07,night
P005,2024-01-08,off
P005,2024-01-09,day
P005,2024-01-10,day
P005,2024-01-11,day
P005,2024-01-12,off
P005,2024-01-13,night
P005,2024-01-14,night
P005,2024-01-15,night
P005,2024-01-16,off
P005,2024-01-17,day
P005,2024-01-18,day
P005,2024-01-19,day
P005,2024-01-20,off
P005,2024-01-21,night
P005,2024-01-22,night
P005,2024-01-23,night
P005,2024-01-24,off
P005,2024-01-25,day
P005,2024-01-26,day
P005,2024-01-27,off
P005,2024-01-28,off
P005,2024-01-29,day
P005,2024-01-30,day
P005,2024-01-31,day
P005,2024-02-01,off
P005,2024-02-02,night
P005,2024-02-03,night
P005,2024-02-04,night
P005,2024-02-05,off
P005,2024-02-06,day
P005,2024-02-07,day
P005,2024-02-08,day
P005,2024-02-09,off
P005,2024-02-10,night
P005,2024-02-11,night
P005,2024-02-12,night
P005,2024-02-13,off
P005,2024-02-14,day
P005,2024-02-15,day
P005,2024-02-16,day
P005,2024-02-17,off
P005,2024-02-18,night
P005,2024-02-19,night
P005,2024-02-20,night
P005,2024-02-21,off
P005,2024-02-22,day
P005,2024-02-23,day
P005,2024-02-24,off
P005,2024-02-25,off
P005,2024-02-26,day
P005,2024-02-27,day
P005,2024-02-28,day
P005,2024-02-29,off
P005,2024-03-01,night
P005,2024-03-02,night
P005,2024-03-03,night
P005,2024-03-04,off
P005,2024-03-05,day
P005,2024-03-06,day
P005,2024-03-07,day
P005,2024-03-08,off
P005,2024-03-09,night
P005,2024-03-10,night
P005,2024-03-11,night
P005,2024-03-12,off
P005,2024-03-13,day
P005,2024-03-14,day
P005,2024-03-15,day
P005,2024-03-16,off
P005,2024-03-17,night
P005,2024-03-18,night
P005,2024-03-19,night
P005,2024-03-20,off
P005,2024-03-21,day
P005,2024-03-22,day
P005,2024-03-23,off
P005,2024-03-24,off
P005,2024-03-25,day
P005,2024-03-26,day
P005,2024-03-27,day
P005,2024-03-28,off
P005,2024-03-29,night
P005,2024-03-30,night
P005,2024-03-31,night
P005,2024-04-01,off
P005,2024-04-02,day
P005,2024-04-03,day
P005,2024-04-04,day
P005,2024-04-05,off
P005,2024-04-06,night
P005,2024-04-07,night
P005,2024-04-08,night
P005,2024-04-09,off
P005,2024-04-10,day
P005,2024-04-11,day
P005,2024-04-12,day
P005,2024-04-13,off
P005,2024-04-14,night
P005,2024-04-15,night
P005,2024-04-16,night
P005,2024-04-17,off
P005,2024-04-18,day
P005,2024-04-19,day
P005,2024-04-20,off
P005,2024-04-21,off
P005,2024-04-22,day
P005,2024-04-23,day
P005,2024-04-24,day
P005,2024-04-25,off
P005,2024-04-26,night
P005,2024-04-27,night
P005,2024-04-28,night
P005,2024-04-29,off
P005,2024-04-30,day
P005,2024-05-01,day
P005,2024-05-02,day
P005,2024-05-03,off
P005,2024-05-04,night
P005,2024-05-05,night
P005,2024-05-06,night
P005,2024-05-07,off
P005,2024-05-08,day
P005,2024-05-09,day
P005,2024-05-10,day
P005,2024-05-11,off
P005,2024-05-12,night
P005,2024-05-13,night
P005,2024-05-14,night
P005,2024-05-15,off
P005,2024-05-16,day
P005,2024-05-17,day
P005,2024-05-18,off
P005,2024-05-19,off
P005,2024-05-20,day
P005,2024-05-21,day
P005,2024-05-22,day
P005,2024-05-23,off
P005,2024-05-24,night
P005,2024-05-25,night
P005,2024-05-26,night
P005,2024-05-27,off
P005,2024-05-28,day
P005,2024-05-29,day
P005,2024-05-30,day
P005,2024-05-31,off
P005,2024-06-01,night
P005,2024-06-02,night
P005,2024-06-03,night
P005,2024-06-04,off
P005,2024-06-05,day
P005,2024-06-06,day
P005,2024-06-07,day
P005,2024-06-08,off
P005,2024-06-09,night
P005,2024-06-10,night
P005,2024-06-11,night
P005,2024-06-12,off
P005,2024-06-13,day
P005,2024-06-14,day
P005,2024-06-15,off
P005,2024-06-16,off
P005,2024-06-17,day
P005,2024-06-18,day
P005,2024-06-19,day
P005,2024-06-20,off
P005,2024-06-21,night
P005,2024-06-22,night
P005,2024-06-23,night
P005,2024-06-24,off
P005,2024-06-25,day
P005,2024-06-26,day
P005,2024-06-27,day
P005,2024-06-28,off
P005,2024-06-29,night
P005,2024-06-30,night
P005,2024-07-01,night
P005,2024-07-02,off
P005,2024-07-03,day
P005,2024-07-04,day
P005,2024-07-05,day
P005,2024-07-06,off
P005,2024-07-07,night
P005,2024-07-08,night
P005,2024-07-09,night
P005,2024-07-10,off
P005,2024-07-11,day
P005,2024-07-12,day
P005,2024-07-13,off
P005,2024-07-14,off
P005,2024-07-15,day
P005,2024-07-16,day
P005,2024-07-17,day
P005,2024-07-18,off
P005,2024-07-19,night
P005,2024-07-20,night
P005,2024-07-21,night
P005,2024-07-22,off
P005,2024-07-23,day
P005,2024-07-24,day
P005,2024-07-25,day
P005,2024-07-26,off
P005,2024-07-27,night
P005,2024-07-28,night
P005,2024-07-29,night
P005,2024-07-30,off
P005,2024-07-31,day
P005,2024-08-01,day
P005,2024-08-02,day
P005,2024-08-03,off
P005,2024-08-04,night
P005,2024-08-05,night
P005,2024-08-06,night
P005,2024-08-07,off
P005,2024-08-08,day
P005,2024-08-09,day
P005,2024-08-10,off
P005,2024-08-11,off
P005,2024-08-12,day
P005,2024-08-13,day
P005,2024-08-14,day
P005,2024-08-15,off
P005,2024-08-16,night
P005,2024-08-17,night
P005,2024-08-18,night
P005,2024-08-19,off
P005,2024-08-20,day
P005,2024-08-21,day
P005,2024-08-22,day
P005,2024-08-23,off
P005,2024-08-24,night
P005,2024-08-25,night
P005,2024-08-26,night
P005,2024-08-27,off
P005,2024-08-28,day
P005,2024-08-29,day
P005,2024-08-30,day
P005,2024-08-31,off
P005,2024-09-01,night
P005,2024-09-02,night
P005,2024-09-03,night
P005,2024-09-04,off
P005,2024-09-05,day
P005,2024-09-06,day
P005,2024-09-07,off
P005,2024-09-08,off
P005,2024-09-09,day
P005,2024-09-10,day
P005,2024-09-11,day
P005,2024-09-12,off
P005,2024-09-13,night
P005,2024-09-14,night
P005,2024-09-15,night
P005,2024-09-16,off
P005,2024-09-17,day
P005,2024-09-18,day
P005,2024-09-19,day
P005,2024-09-20,off
P005,2024-09-21,night
P005,2024-09-22,night
P005,2024-09-23,night
P005,2024-09-24,off
P005,2024-09-25,day
P005,2024-09-26,day
P005,2024-09-27,day
P005,2024-09-28,off
P005,2024-09-29,night
P005,2024-09-30,night
P005,2024-10-01,night
P005,2024-10-02,off
P005,2024-10-03,day
P005,2024-10-04,day
P005,2024-10-05,off
P005,2024-10-06,off
P005,2024-10-07,day
P005,2024-10-08,day
P005,2024-10-09,day
P005,2024-10-10,off
P005,2024-10-11,night
P005,2024-10-12,night
P005,2024-10-13,night
P005,2024-10-14,off
P005,2024-10-15,day
P005,2024-10-16,day
P005,2024-10-17,day
P005,2024-10-18,off
P005,2024-10-19,night
P005,2024-10-20,night
P005,2024-10-21,night
P005,2024-10-22,off
P005,2024-10-23,day
P005,2024-10-24,day
P005,2024-10-25,day
P005,2024-10-26,off
P005,2024-10-27,night
P005,2024-10-28,night
P005,2024-10-29,night
P005,2024-10-30,off
P005,2024-10-31,day
P005,2024-11-01,day
P005,2024-11-02,off
P005,2024-11-03,off
P005,2024-11-04,day
P005,2024-11-05,day
P005,2024-11-06,day
P005,2024-11-07,off
P005,2024-11-08,night
P005,2024-11-09,night
P005,2024-11-10,night
P005,2024-11-11,off
P005,2024-11-12,day
P005,2024-11-13,day
P005,2024-11-14,day
P005,2024-11-15,off
P005,2024-11-16,night
P005,2024-11-17,night
P005,2024-11-18,night
P005,2024-11-19,off
P005,2024-11-20,day
P005,2024-11-21,day
P005,2024-11-22,day
P005,2024-11-23,off
P005,2024-11-24,night
P005,2024-11-25,night
P005,2024-11-26,night
P005,2024-11-27,off
P005,2024-11-28,day
P005,2024-11-29,day
P005,2024-11-30,off
P005,2024-12-01,off
P005,2024-12-02,day
P005,2024-12-03,day
P005,2024-12-04,day
P005,2024-12-05,off
P005,2024-12-06,night
P005,2024-12-07,night
P005,2024-12-08,night
P005,2024-12-09,off
P005,2024-12-10,day
P005,2024-12-11,day
P005,2024-12-12,day
P005,2024-12-13,off
P005,2024-12-14,night
P005,2024-12-15,night
P005,2024-12-16,night
P005,2024-12-17,off
P005,2024-12-18,day
P005,2024-12-19,day
P005,2024-12-20,day
P005,2024-12-21,off
P005,2024-12-22,night
P005,2024-12-23,night
P005,2024-12-24,night
P005,2024-12-25,off
P005,2024-12-26,day
P005,2024-12-27,day
P005,2024-12-28,off
P005,2024-12-29,off
P005,2024-12-30,day
P006,2024-01-01,day
P006,2024-01-02,day
P006,2024-01-03,day
P006,2024-01-04,off
P006,2024-01-05,off
P006,2024-01-06,off
P006,2024-01-07,off
P006,2024-01-08,day
P006,2024-01-09,day
P006,2024-01-10,day
P006,2024-01-11,off
P006,2024-01-12,off
P006,2024-01-13,off
P006,2024-01-14,off
P006,2024-01-15,day
P006,2024-01-16,day
P006,2024-01-17,day
P006,2024-01-18,off
P006,2024-01-19,off
P006,2024-01-20,off
P006,2024-01-21,off
P006,2024-01-22,day
P006,2024-01-23,day
P006,2024-01-24,day
P006,2024-01-25,off
P006,2024-01-26,off
P006,2024-01-27,off
P006,2024-01-28,off
P006,2024-01-29,day
P006,2024-01-30,day
P006,2024-01-31,day
P006,2024-02-01,off
P006,2024-02-02,off
P006,2024-02-03,off
P006,2024-02-04,off
P006,2024-02-05,day
P006,2024-02-06,day
P006,2024-02-07,day
P006,2024-02-08,off
P006,2024-02-09,off
P006,2024-02-10,off
P006,2024-02-11,off
P006,2024-02-12,day
P006,2024-02-13,day
P006,2024-02-14,day
P006,2024-02-15,off
P006,2024-02-16,off
P006,2024-02-17,off
P006,2024-02-18,off
P006,2024-02-19,day
P006,2024-02-20,day
P006,2024-02-21,day
P006,2024-02-22,off
P006,2024-02-23,off
P006,2024-02-24,off
P006,2024-02-25,off
P006,2024-02-26,day
P006,2024-02-27,day
P006,2024-02-28,day
P006,2024-02-29,off
P006,2024-03-01,off
P006,2024-03-02,off
P006,2024-03-03,off
P006,2024-03-04,day
P006,2024-03-05,day
P006,2024-03-06,day
P006,2024-03-07,off
P006,2024-03-08,off
P006,2024-03-09,off
P006,2024-03-10,off
P006,2024-03-11,day
P006,2024-03-12,day
P006,2024-03-13,day
P006,2024-03-14,off
P006,2024-03-15,off
P006,2024-03-16,off
P006,2024-03-17,off
P006,2024-03-18,day
P006,2024-03-19,day
P006,2024-03-20,day
P006,2024-03-21,off
P006,2024-03-22,off
P006,2024-03-23,off
P006,2024-03-24,off
P006,2024-03-25,day
P006,2024-03-26,day
P006,2024-03-27,day
P006,2024-03-28,off
P006,2024-03-29,off
P006,2024-03-30,off
P006,2024-03-31,off
P006,2024-04-01,day
P006,2024-04-02,day
P006,2024-04-03,day
P006,2024-04-04,off
P006,2024-04-05,off
P006,2024-04-06,off
P006,2024-04-07,off
P006,2024-04-08,day
P006,2024-04-09,day
P006,2024-04-10,day
P006,2024-04-11,off
P006,2024-04-12,off
P006,2024-04-13,off
P006,2024-04-14,off
P006,2024-04-15,day
P006,2024-04-16,day
P006,2024-04-17,day
P006,2024-04-18,off
P006,2024-04-19,off
P006,2024-04-20,off
P006,2024-04-21,off
P006,2024-04-22,day
P006,2024-04-23,day
P006,2024-04-24,day
P006,2024-04-25,off
P006,2024-04-26,off
P006,2024-04-27,off
P006,2024-04-28,off
P006,2024-04-29,day
P006,2024-04-30,day
P006,2024-05-01,day
P006,2024-05-02,off
P006,2024-05-03,off
P006,2024-05-04,off
P006,2024-05-05,off
P006,2024-05-06,day
P006,2024-05-07,day
P006,2024-05-08,day
P006,2024-05-09,off
P006,2024-05-10,off
P006,2024-05-11,off
P006,2024-05-12,off
P006,2024-05-13,day
P006,2024-05-14,day
P006,2024-05-15,day
P006,2024-05-16,off
P006,2024-05-17,off
P006,2024-05-18,off
P006,2024-05-19,off
P006,2024-05-20,day
P006,2024-05-21,day
P006,2024-05-22,day
P006,2024-05-23,off
P006,2024-05-24,off
P006,2024-05-25,off
P006,2024-05-26,off
P006,2024-05-27,day
P006,2024-05-28,day
P006,2024-05-29,day
P006,2024-05-30,off
P006,2024-05-31,off
P006,2024-06-01,off
P006,2024-06-02,off
P006,2024-06-03,day
P006,2024-06-04,day
P006,2024-06-05,day
P006,2024-06-06,off
P006,2024-06-07,off
P006,2024-06-08,off
P006,2024-06-09,off
P006,2024-06-10,day
P006,2024-06-11,day
P006,2024-06-12,day
P006,2024-06-13,off
P006,2024-06-14,off
P006,2024-06-15,off
P006,2024-06-16,off
P006,2024-06-17,day
P006,2024-06-18,day
P006,2024-06-19,day
P006,2024-06-20,off
P006,2024-06-21,off
P006,2024-06-22,off
P006,2024-06-23,off
P006,2024-06-24,day
P006,2024-06-25,day
P006,2024-06-26,day
P006,2024-06-27,off
P006,2024-06-28,off
P006,2024-06-29,off
P006,2024-06-30,off
P006,2024-07-01,day
P006,2024-07-02,day
P006,2024-07-03,day
P006,2024-07-04,off
P006,2024-07-05,off
P006,2024-07-06,off
P006,2024-07-07,off
P006,2024-07-08,day
P006,2024-07-09,day
P006,2024-07-10,day
P006,2024-07-11,off
P006,2024-07-12,off
P006,2024-07-13,off
P006,2024-07-14,off
P006,2024-07-15,day
P006,2024-07-16,day
P006,2024-07-17,day
P006,2024-07-18,off
P006,2024-07-19,off
P006,2024-07-20,off
P006,2024-07-21,off
P006,2024-07-22,day
P006,2024-07-23,day
P006,2024-07-24,day
P006,2024-07-25,off
P006,2024-07-26,off
P006,2024-07-27,off
P006,2024-07-28,off
P006,2024-07-29,day
P006,2024-07-30,day
P006,2024-07-31,day
P006,2024-08-01,off
P006,2024-08-02,off
P006,2024-08-03,off
P006,2024-08-04,off
P006,2024-08-05,day
P006,2024-08-06,day
P006,2024-08-07,day
P006,2024-08-08,off
P006,2024-08-09,off
P006,2024-08-10,off
P006,2024-08-11,off
P006,2024-08-12,day
P006,2024-08-13,day
P006,2024-08-14,day
P006,2024-08-15,off
P006,2024-08-16,off
P006,2024-08-17,off
P006,2024-08-18,off
P006,2024-08-19,day
P006,2024-08-20,day
P006,2024-08-21,day
P006,2024-08-22,off
P006,2024-08-23,off
P006,2024-08-24,off
P006,2024-08-25,off
P006,2024-08-26,day
P006,2024-08-27,day
P006,2024-08-28,day
P006,2024-08-29,off
P006,2024-08-30,off
P006,2024-08-31,off
P006,2024-09-01,off
P006,2024-09-02,day
P006,2024-09-03,day
P006,2024-09-04,day
P006,2024-09-05,off
P006,2024-09-06,off
P006,2024-09-07,off
P006,2024-09-08,off
P006,2024-09-09,day
P006,2024-09-10,day
P006,2024-09-11,day
P006,2024-09-12,off
P006,2024-09-13,off
P006,2024-09-14,off
P006,2024-09-15,off
P006,2024-09-16,day
P006,2024-09-17,day
P006,2024-09-18,day
P006,2024-09-19,off
P006,2024-09-20,off
P006,2024-09-21,off
P006,2024-09-22,off
P006,2024-09-23,day
P006,2024-09-24,day
P006,2024-09-25,day
P006,2024-09-26,off
P006,2024-09-27,off
P006,2024-09-28,off
P006,2024-09-29,off
P006,2024-09-30,day
P006,2024-10-01,day
P006,2024-10-02,day
P006,2024-10-03,off
P006,2024-10-04,off
P006,2024-10-05,off
P006,2024-10-06,off
P006,2024-10-07,day
P006,2024-10-08,day
P006,2024-10-09,day
P006,2024-10-10,off
P006,2024-10-11,off
P006,2024-10-12,off
P006,2024-10-13,off
P006,2024-10-14,day
P006,2024-10-15,day
P006,2024-10-16,day
P006,2024-10-17,off
P006,2024-10-18,off
P006,2024-10-19,off
P006,2024-10-20,off
P006,2024-10-21,day
P006,2024-10-22,day
P006,2024-10-23,day
P006,2024-10-24,off
P006,2024-10-25,off
P006,2024-10-26,off
P006,2024-10-27,off
P006,2024-10-28,day
P006,2024-10-29,day
P006,2024-10-30,day
P006,2024-10-31,off
P006,2024-11-01,off
P006,2024-11-02,off
P006,2024-11-03,off
P006,2024-11-04,day
P006,2024-11-05,day
P006,2024-11-06,day
P006,2024-11-07,off
P006,2024-11-08,off
P006,2024-11-09,off
P006,2024-11-10,off
P006,2024-11-11,day
P006,2024-11-12,day
P006,2024-11-13,day
P006,2024-11-14,off
P006,2024-11-15,off
P006,2024-11-16,off
P006,2024-11-17,off
P006,2024-11-18,day
P006,2024-11-19,day
P006,2024-11-20,day
P006,2024-11-21,off
P006,2024-11-22,off
P006,2024-11-23,off
P006,2024-11-24,off
P006,2024-11-25,day
P006,2024-11-26,day
P006,2024-11-27,day
P006,2024-11-28,off
P006,2024-11-29,off
P006,2024-11-30,off
P006,2024-12-01,off
P006,2024-12-02,day
P006,2024-12-03,day
P006,2024-12-04,day
P006,2024-12-05,off
P006,2024-12-06,off
P006,2024-12-07,off
P006,2024-12-08,off
P006,2024-12-09,day
P006,2024-12-10,day
P006,2024-12-11,day
P006,2024-12-12,off
P006,2024-12-13,off
P006,2024-12-14,off
P006,2024-12-15,off
P006,2024-12-16,day
P006,2024-12-17,day
P006,2024-12-18,day
P006,2024-12-19,off
P006,2024-12-20,off
P006,2024-12-21,off
P006,2024-12-22,off
P006,2024-12-23,day
P006,2024-12-24,day
P006,2024-12-25,day
P006,2024-12-26,off
P006,2024-12-27,off
P006,2024-12-28,off
P006,2024-12-29,off
P006,2024-12-30,day
P007,2024-01-01,night
P007,2024-01-02,night
P007,2024-01-03,night
P007,2024-01-04,off
P007,2024-01-05,off
P007,2024-01-06,off
P007,2024-01-07,off
P007,2024-01-08,night
P007,2024-01-09,night
P007,2024-01-10,night
P007,2024-01-11,off
P007,2024-01-12,off
P007,2024-01-13,off
P007,2024-01-14,off
P007,2024-01-15,night
P007,2024-01-16,night
P007,2024-01-17,night
P007,2024-01-18,off
P007,2024-01-19,off
P007,2024-01-20,off
P007,2024-01-21,off
P007,2024-01-22,night
P007,2024-01-23,night
P007,2024-01-24,night
P007,2024-01-25,off
P007,2024-01-26,off
P007,2024-01-27,off
P007,2024-01-28,off
P007,2024-01-29,night
P007,2024-01-30,night
P007,2024-01-31,night
P007,2024-02-01,off
P007,2024-02-02,off
P007,2024-02-03,off
P007,2024-02-04,off
P007,2024-02-05,night
P007,2024-02-06,night
P007,2024-02-07,night
P007,2024-02-08,off
P007,2024-02-09,off
P007,2024-02-10,off
P007,2024-02-11,off
P007,2024-02-12,night
P007,2024-02-13,night
P007,2024-02-14,night
P007,2024-02-15,off
P007,2024-02-16,off
P007,2024-02-17,off
P007,2024-02-18,off
P007,2024-02-19,night
P007,2024-02-20,night
P007,2024-02-21,night
P007,2024-02-22,off
P007,2024-02-23,off
P007,2024-02-24,off
P007,2024-02-25,off
P007,2024-02-26,night
P007,2024-02-27,night
P007,2024-02-28,night
P007,2024-02-29,off
P007,2024-03-01,off
P007,2024-03-02,off
P007,2024-03-03,off
P007,2024-03-04,night
P007,2024-03-05,night
P007,2024-03-06,night
P007,2024-03-07,off
P007,2024-03-08,off
P007,2024-03-09,off
P007,2024-03-10,off
P007,2024-03-11,night
P007,2024-03-12,night
P007,2024-03-13,night
P007,2024-03-14,off
P007,2024-03-15,off
P007,2024-03-16,off
P007,2024-03-17,off
P007,2024-03-18,night
P007,2024-03-19,night
P007,2024-03-20,night
P007,2024-03-21,off
P007,2024-03-22,off
P007,2024-03-23,off
P007,2024-03-24,off
P007,2024-03-25,night
P007,2024-03-26,night
P007,2024-03-27,night
P007,2024-03-28,off
P007,2024-03-29,off
P007,2024-03-30,off
P007,2024-03-31,off
P007,2024-04-01,night
P007,2024-04-02,night
P007,2024-04-03,night
P007,2024-04-04,off
P007,2024-04-05,off
P007,2024-04-06,off
P007,2024-04-07,off
P007,2024-04-08,night
P007,2024-04-09,night
P007,2024-04-10,night
P007,2024-04-11,off
P007,2024-04-12,off
P007,2024-04-13,off
P007,2024-04-14,off
P007,2024-04-15,night
P007,2024-04-16,night
P007,2024-04-17,night
P007,2024-04-18,off
P007,2024-04-19,off
P007,2024-04-20,off
P007,2024-04-21,off
P007,2024-04-22,night
P007,2024-04-23,night
P007,2024-04-24,night
P007,2024-04-25,off
P007,2024-04-26,off
P007,2024-04-27,off
P007,2024-04-28,off
P007,2024-04-29,night
P007,2024-04-30,night
P007,2024-05-01,night
P007,2024-05-02,off
P007,2024-05-03,off
P007,2024-05-04,off
P007,2024-05-05,off
P007,2024-05-06,night
P007,2024-05-07,night
P007,2024-05-08,night
P007,2024-05-09,off
P007,2024-05-10,off
P007,2024-05-11,off
P007,2024-05-12,off
P007,2024-05-13,night
P007,2024-05-14,night
P007,2024-05-15,night
P007,2024-05-16,off
P007,2024-05-17,off
P007,2024-05-18,off
